created_at,flight_number,aircraft_type,departure_airport,arrival_airport,flight_date,departure_time,arrival_time,classes,price
2025-07-16T14:08:14.673Z,VN7128,Airbus A320-100/200,SGN,DAD,2025-07-17T00:00:00.000Z,06:05,07:30,Economy Flex (B),4929000
2025-07-16T14:08:14.673Z,VN146,Airbus A321,SGN,DAD,2025-07-17T00:00:00.000Z,19:25,20:50,Economy Flex (B),4929000
2025-07-16T14:08:14.673Z,VN7112,Airbus A321,SGN,DAD,2025-07-17T00:00:00.000Z,20:00,21:25,Economy Flex (B),4929000
2025-07-16T14:08:14.673Z,VN148,Airbus A321,SGN,DAD,2025-07-17T00:00:00.000Z,20:45,22:10,Economy Flex (B),4929000
2025-07-16T14:08:14.673Z,VN7144,Airbus A321,SGN,DAD,2025-07-17T00:00:00.000Z,21:25,22:40,Economy Flex (B),4929000
2025-07-16T14:08:14.673Z,VJ1198,Airbus A320-100/200,SGN,HAN,2025-07-17T00:00:00.000Z,05:00,07:10,SkyBoss (Y_SBoss),5050500
2025-07-16T14:08:14.673Z,VJ1128,Airbus A330,SGN,HAN,2025-07-17T00:00:00.000Z,06:00,08:10,SkyBoss (Y_SBoss),5050500
2025-07-16T14:08:14.673Z,VJ190,Airbus A321,SGN,HAN,2025-07-17T00:00:00.000Z,07:10,09:20,SkyBoss (Y_SBoss),5050500
2025-07-16T14:08:14.673Z,VJ120,Airbus A320-100/200,SGN,HAN,2025-07-17T00:00:00.000Z,07:30,09:40,SkyBoss (Y_SBoss),5050500
2025-07-16T14:08:14.673Z,VJ1126,Airbus A321,SGN,HAN,2025-07-17T00:00:00.000Z,08:10,10:20,SkyBoss (Y_SBoss),5050500
2025-07-16T14:08:14.673Z,VJ124,Airbus A321,SGN,HAN,2025-07-17T00:00:00.000Z,09:20,11:30,SkyBoss (Y_SBoss),5050500
2025-07-16T14:08:14.673Z,VJ1130,Airbus A321,SGN,HAN,2025-07-17T00:00:00.000Z,10:25,12:35,SkyBoss (Y_SBoss),5050500
2025-07-16T14:08:14.673Z,VJ1140,Airbus A330,SGN,HAN,2025-07-17T00:00:00.000Z,11:25,13:35,SkyBoss (Y_SBoss),5050500
2025-07-16T14:08:14.673Z,VJ198,Airbus A330,SGN,HAN,2025-07-17T00:00:00.000Z,12:10,14:20,SkyBoss (Y_SBoss),5050500
2025-07-16T14:08:14.673Z,VJ1138,Airbus A321,SGN,HAN,2025-07-17T00:00:00.000Z,12:25,14:35,SkyBoss (Y_SBoss),5050500
2025-07-16T14:08:14.673Z,VJ148,Airbus A320-100/200,SGN,HAN,2025-07-17T00:00:00.000Z,14:05,16:10,SkyBoss (Y_SBoss),5050500
2025-07-16T14:08:14.673Z,VJ146,Airbus A321,SGN,HAN,2025-07-17T00:00:00.000Z,15:25,17:35,SkyBoss (Y_SBoss),5050500
2025-07-16T14:08:14.673Z,VJ150,Airbus A321,SGN,HAN,2025-07-17T00:00:00.000Z,16:05,18:15,SkyBoss (Y_SBoss),5050500
2025-07-16T14:08:14.673Z,VJ1162,Airbus A321,SGN,HAN,2025-07-17T00:00:00.000Z,16:50,19:00,SkyBoss (Y_SBoss),5050500
2025-07-16T14:08:14.673Z,VJ1156,Airbus A321,SGN,HAN,2025-07-17T00:00:00.000Z,18:45,20:55,SkyBoss (Y_SBoss),5050500
2025-07-16T14:08:14.673Z,VJ1176,321H,SGN,HAN,2025-07-17T00:00:00.000Z,20:00,22:10,SkyBoss (Y_SBoss),5050500
2025-07-16T14:08:14.673Z,VJ1160,Airbus A320-100/200,SGN,HAN,2025-07-17T00:00:00.000Z,20:05,22:10,SkyBoss (Y_SBoss),5050500
2025-07-16T14:08:14.673Z,VJ1174,Airbus A320-100/200,SGN,HAN,2025-07-17T00:00:00.000Z,20:30,22:40,SkyBoss (Y_SBoss),5050500
2025-07-16T14:08:14.673Z,VJ174,Airbus A321,SGN,HAN,2025-07-17T00:00:00.000Z,21:00,23:10,SkyBoss (Y_SBoss),5050500
2025-07-16T14:08:14.673Z,VJ172,Airbus A321,SGN,HAN,2025-07-17T00:00:00.000Z,22:25,00:35,SkyBoss (Y_SBoss),5050500
2025-07-16T14:08:14.673Z,VJ1170,Airbus A321,SGN,HAN,2025-07-17T00:00:00.000Z,23:35,01:45,SkyBoss (Y_SBoss),5050500
2025-07-16T14:08:14.673Z,QH284,Airbus A321,SGN,HAN,2025-07-17T00:00:00.000Z,21:35,23:45,BusinessSmart (I),5072000
2025-07-16T14:08:14.673Z,VN106,Airbus A321,SGN,DAD,2025-07-17T00:00:00.000Z,05:45,07:10,Premium Economy Classic (U),5145000
2025-07-16T14:08:14.673Z,VN7128,Airbus A320-100/200,SGN,DAD,2025-07-17T00:00:00.000Z,06:05,07:30,Premium Economy Classic (U),5145000
2025-07-16T14:08:14.673Z,VN110,Airbus A321,SGN,DAD,2025-07-17T00:00:00.000Z,06:50,08:20,Premium Economy Classic (U),5145000
2025-07-16T14:08:14.673Z,VN146,Airbus A321,SGN,DAD,2025-07-17T00:00:00.000Z,19:25,20:50,Premium Economy Classic (U),5145000
2025-07-16T14:08:14.673Z,VN7112,Airbus A321,SGN,DAD,2025-07-17T00:00:00.000Z,20:00,21:25,Premium Economy Classic (U),5145000
2025-07-16T14:08:14.673Z,VN148,Airbus A321,SGN,DAD,2025-07-17T00:00:00.000Z,20:45,22:10,Premium Economy Classic (U),5145000
2025-07-16T14:08:14.673Z,VN7144,Airbus A321,SGN,DAD,2025-07-17T00:00:00.000Z,21:25,22:40,Premium Economy Classic (U),5145000
2025-07-16T14:08:14.673Z,QH202,Airbus A321,SGN,HAN,2025-07-17T00:00:00.000Z,05:25,07:35,BusinessSmart (I),5396000
2025-07-16T14:08:14.673Z,QH228,Airbus A321,SGN,HAN,2025-07-17T00:00:00.000Z,11:00,13:10,BusinessSmart (I),5396000
2025-07-16T14:08:14.673Z,QH254,Airbus A321,SGN,HAN,2025-07-17T00:00:00.000Z,15:45,17:55,BusinessSmart (I),5396000
2025-07-16T14:08:14.673Z,QH262,Airbus A320-100/200,SGN,HAN,2025-07-17T00:00:00.000Z,17:55,20:05,BusinessSmart (I),5396000
2025-07-16T14:08:14.673Z,QH272,Airbus A321,SGN,HAN,2025-07-17T00:00:00.000Z,20:05,22:15,BusinessSmart (I),5396000
2025-07-16T14:08:14.673Z,VN6002,Airbus A321,SGN,HAN,2025-07-17T00:00:00.000Z,04:55,07:05,(W),5411000
2025-07-16T14:08:14.673Z,VN206,Airbus A350-900,SGN,HAN,2025-07-17T00:00:00.000Z,06:00,08:05,Premium Economy Flex (W),5411000
2025-07-16T14:08:14.673Z,VN240,Boeing 787,SGN,HAN,2025-07-17T00:00:00.000Z,07:00,09:05,Premium Economy Flex (W),5411000
2025-07-16T14:08:14.673Z,VN6014,Airbus A321,SGN,HAN,2025-07-17T00:00:00.000Z,07:00,09:10,(W),5411000
2025-07-16T14:08:14.673Z,VN208,Boeing 787,SGN,HAN,2025-07-17T00:00:00.000Z,07:30,09:35,Premium Economy Flex (W),5411000
2025-07-16T14:08:14.673Z,VN244,Airbus 350,SGN,HAN,2025-07-17T00:00:00.000Z,09:00,11:05,Premium Economy Flex (W),5411000
2025-07-16T14:08:14.673Z,VN210,Airbus 350,SGN,HAN,2025-07-17T00:00:00.000Z,10:00,12:05,Premium Economy Flex (W),5411000
2025-07-16T14:08:14.673Z,VN246,Boeing 787,SGN,HAN,2025-07-17T00:00:00.000Z,11:00,13:05,Premium Economy Flex (W),5411000
2025-07-16T14:08:14.673Z,VN212,Airbus A350-900,SGN,HAN,2025-07-17T00:00:00.000Z,12:00,14:05,Premium Economy Flex (W),5411000
2025-07-16T14:08:14.673Z,VN248,Airbus A321,SGN,HAN,2025-07-17T00:00:00.000Z,13:00,15:05,Premium Economy Flex (W),5411000
2025-07-16T14:08:14.673Z,VN214,Boeing 787,SGN,HAN,2025-07-17T00:00:00.000Z,14:00,16:05,Premium Economy Flex (W),5411000
2025-07-16T14:08:14.673Z,VN250,Airbus 350,SGN,HAN,2025-07-17T00:00:00.000Z,15:00,17:05,Premium Economy Flex (W),5411000
2025-07-16T14:08:14.673Z,VN216,Boeing 787,SGN,HAN,2025-07-17T00:00:00.000Z,16:00,18:05,Premium Economy Flex (W),5411000
2025-07-16T14:08:14.673Z,VN252,Airbus 350,SGN,HAN,2025-07-17T00:00:00.000Z,16:40,18:45,Premium Economy Flex (W),5411000
2025-07-16T14:08:14.673Z,VN7258,Airbus A321,SGN,HAN,2025-07-17T00:00:00.000Z,16:55,19:05,Premium Economy Flex (W),5411000
2025-07-16T14:08:14.673Z,VN254,Airbus 350,SGN,HAN,2025-07-17T00:00:00.000Z,17:00,19:10,Premium Economy Flex (W),5411000
2025-07-16T14:08:14.673Z,VN7232,Airbus A350-900,SGN,HAN,2025-07-17T00:00:00.000Z,17:15,19:20,Premium Economy Flex (W),5411000
2025-07-16T14:08:14.673Z,VN218,Boeing 787,SGN,HAN,2025-07-17T00:00:00.000Z,18:00,20:05,Premium Economy Flex (W),5411000
2025-07-16T14:08:14.673Z,VN258,Boeing 787,SGN,HAN,2025-07-17T00:00:00.000Z,19:00,21:05,Premium Economy Flex (W),5411000
2025-07-16T14:08:14.673Z,VN262,Boeing 787,SGN,HAN,2025-07-17T00:00:00.000Z,19:35,21:40,Premium Economy Flex (W),5411000
2025-07-16T14:08:14.673Z,VN220,Boeing 787,SGN,HAN,2025-07-17T00:00:00.000Z,20:00,22:05,Premium Economy Flex (W),5411000
2025-07-16T14:08:14.673Z,VN260,Boeing 787,SGN,HAN,2025-07-17T00:00:00.000Z,21:00,23:05,Premium Economy Flex (W),5411000
2025-07-16T14:08:14.673Z,VN7234,Boeing 787,SGN,HAN,2025-07-17T00:00:00.000Z,21:55,00:00,Premium Economy Flex (W),5411000
2025-07-16T14:08:14.673Z,VN270,Airbus A321,SGN,HAN,2025-07-17T00:00:00.000Z,23:00,01:05,Premium Economy Flex (W),5411000
2025-07-16T14:08:14.673Z,VN224,Airbus A350-900,SGN,HAN,2025-07-17T00:00:00.000Z,23:15,01:20,Premium Economy Flex (W),5411000
2025-07-16T14:08:14.673Z,VN6014,Airbus A321,SGN,HAN,2025-07-17T00:00:00.000Z,07:00,09:10,(I),5910000
2025-07-16T14:08:14.673Z,VN106,Airbus A321,SGN,DAD,2025-07-17T00:00:00.000Z,05:45,07:10,Premium Economy Classic (Z),6225000
2025-07-16T14:08:14.673Z,VN7128,Airbus A320-100/200,SGN,DAD,2025-07-17T00:00:00.000Z,06:05,07:30,Premium Economy Classic (Z),6225000
2025-07-16T14:08:14.673Z,VN110,Airbus A321,SGN,DAD,2025-07-17T00:00:00.000Z,06:50,08:20,Premium Economy Classic (Z),6225000
2025-07-16T14:08:14.673Z,VN136,Airbus A321,SGN,DAD,2025-07-17T00:00:00.000Z,16:00,17:25,Premium Economy Classic (Z),6225000
2025-07-16T14:08:14.673Z,VN146,Airbus A321,SGN,DAD,2025-07-17T00:00:00.000Z,19:25,20:50,Premium Economy Classic (Z),6225000
2025-07-16T14:08:14.673Z,VN7112,Airbus A321,SGN,DAD,2025-07-17T00:00:00.000Z,20:00,21:25,Premium Economy Classic (Z),6225000
2025-07-16T14:08:14.673Z,VN148,Airbus A321,SGN,DAD,2025-07-17T00:00:00.000Z,20:45,22:10,Premium Economy Classic (Z),6225000
2025-07-16T14:08:14.673Z,VN7144,Airbus A321,SGN,DAD,2025-07-17T00:00:00.000Z,21:25,22:40,Premium Economy Classic (Z),6225000
2025-07-16T14:08:14.673Z,VN240,Boeing 787,SGN,HAN,2025-07-17T00:00:00.000Z,07:00,09:05,Business Classic (D),6450000
2025-07-16T14:08:14.673Z,VN6014,Airbus A321,SGN,HAN,2025-07-17T00:00:00.000Z,07:00,09:10,(D),6450000
2025-07-16T14:08:14.673Z,VJ1128,Airbus A330,SGN,HAN,2025-07-17T00:00:00.000Z,06:00,08:10,SkybossBusiness (C_Boss),6454500
2025-07-16T14:08:14.673Z,VJ1140,Airbus A330,SGN,HAN,2025-07-17T00:00:00.000Z,11:25,13:35,SkybossBusiness (C_Boss),6454500
2025-07-16T14:08:14.673Z,VJ198,Airbus A330,SGN,HAN,2025-07-17T00:00:00.000Z,12:10,14:20,SkybossBusiness (C_Boss),6454500
2025-07-16T14:08:14.673Z,VN106,Airbus A321,SGN,DAD,2025-07-17T00:00:00.000Z,05:45,07:10,Premium Economy Flex (W),7089000
2025-07-16T14:08:14.673Z,VN7128,Airbus A320-100/200,SGN,DAD,2025-07-17T00:00:00.000Z,06:05,07:30,Premium Economy Flex (W),7089000
2025-07-16T14:08:14.673Z,VN110,Airbus A321,SGN,DAD,2025-07-17T00:00:00.000Z,06:50,08:20,Premium Economy Flex (W),7089000
2025-07-16T14:08:14.673Z,VN7102,Airbus A321,SGN,DAD,2025-07-17T00:00:00.000Z,14:30,15:55,Premium Economy Flex (W),7089000
2025-07-16T14:08:14.673Z,VN136,Airbus A321,SGN,DAD,2025-07-17T00:00:00.000Z,16:00,17:25,Premium Economy Flex (W),7089000
2025-07-16T14:08:14.673Z,VN146,Airbus A321,SGN,DAD,2025-07-17T00:00:00.000Z,19:25,20:50,Premium Economy Flex (W),7089000
2025-07-16T14:08:14.673Z,VN7112,Airbus A321,SGN,DAD,2025-07-17T00:00:00.000Z,20:00,21:25,Premium Economy Flex (W),7089000
2025-07-16T14:08:14.673Z,VN148,Airbus A321,SGN,DAD,2025-07-17T00:00:00.000Z,20:45,22:10,Premium Economy Flex (W),7089000
2025-07-16T14:08:14.673Z,VN7144,Airbus A321,SGN,DAD,2025-07-17T00:00:00.000Z,21:25,22:40,Premium Economy Flex (W),7089000
2025-07-16T14:08:14.673Z,VN7112,Airbus A321,SGN,DAD,2025-07-17T00:00:00.000Z,20:00,21:25,Business Classic (I),7115000
2025-07-16T14:08:14.673Z,VN148,Airbus A321,SGN,DAD,2025-07-17T00:00:00.000Z,20:45,22:10,Business Classic (I),7115000
2025-07-16T14:08:14.673Z,VN7144,Airbus A321,SGN,DAD,2025-07-17T00:00:00.000Z,21:25,22:40,Business Classic (I),7115000
2025-07-16T14:08:14.673Z,QH284,Airbus A321,SGN,HAN,2025-07-17T00:00:00.000Z,21:35,23:45,BusinessFlex (J),7124000
2025-07-16T14:08:14.673Z,QH202,Airbus A321,SGN,HAN,2025-07-17T00:00:00.000Z,05:25,07:35,BusinessFlex (J),7448000
2025-07-16T14:08:14.673Z,QH228,Airbus A321,SGN,HAN,2025-07-17T00:00:00.000Z,11:00,13:10,BusinessFlex (J),7448000
2025-07-16T14:08:14.673Z,QH254,Airbus A321,SGN,HAN,2025-07-17T00:00:00.000Z,15:45,17:55,BusinessFlex (J),7448000
2025-07-16T14:08:14.673Z,QH262,Airbus A320-100/200,SGN,HAN,2025-07-17T00:00:00.000Z,17:55,20:05,BusinessFlex (J),7448000
2025-07-16T14:08:14.673Z,QH272,Airbus A321,SGN,HAN,2025-07-17T00:00:00.000Z,20:05,22:15,BusinessFlex (J),7448000
2025-07-16T14:08:14.673Z,VN6002,Airbus A321,SGN,HAN,2025-07-17T00:00:00.000Z,04:55,07:05,(C),7638000
2025-07-16T14:08:14.673Z,VN240,Boeing 787,SGN,HAN,2025-07-17T00:00:00.000Z,07:00,09:05,Business Flex (C),7638000
2025-07-16T14:08:14.673Z,VN6014,Airbus A321,SGN,HAN,2025-07-17T00:00:00.000Z,07:00,09:10,(C),7638000
2025-07-16T14:08:14.673Z,VN208,Boeing 787,SGN,HAN,2025-07-17T00:00:00.000Z,07:30,09:35,Business Flex (C),7638000
2025-07-16T14:08:14.673Z,VN260,Boeing 787,SGN,HAN,2025-07-17T00:00:00.000Z,21:00,23:05,Business Flex (C),7638000
2025-07-16T14:08:14.673Z,VN270,Airbus A321,SGN,HAN,2025-07-17T00:00:00.000Z,23:00,01:05,Business Flex (C),7638000
2025-07-16T14:08:14.673Z,VN224,Airbus A350-900,SGN,HAN,2025-07-17T00:00:00.000Z,23:15,01:20,Business Flex (C),7638000
2025-07-16T14:08:14.673Z,VN106,Airbus A321,SGN,DAD,2025-07-17T00:00:00.000Z,05:45,07:10,Business Classic (D),7763000
2025-07-16T14:08:14.673Z,VN7128,Airbus A320-100/200,SGN,DAD,2025-07-17T00:00:00.000Z,06:05,07:30,Business Classic (D),7763000
2025-07-16T14:08:14.673Z,VN110,Airbus A321,SGN,DAD,2025-07-17T00:00:00.000Z,06:50,08:20,Business Classic (D),7763000
2025-07-16T14:08:14.673Z,VN136,Airbus A321,SGN,DAD,2025-07-17T00:00:00.000Z,16:00,17:25,Business Classic (D),7763000
2025-07-16T14:08:14.673Z,VN7112,Airbus A321,SGN,DAD,2025-07-17T00:00:00.000Z,20:00,21:25,Business Classic (D),7763000
2025-07-16T14:08:14.673Z,VN148,Airbus A321,SGN,DAD,2025-07-17T00:00:00.000Z,20:45,22:10,Business Classic (D),7763000
2025-07-16T14:08:14.673Z,VN7144,Airbus A321,SGN,DAD,2025-07-17T00:00:00.000Z,21:25,22:40,Business Classic (D),7763000
2025-07-16T14:08:14.673Z,VN106,Airbus A321,SGN,DAD,2025-07-17T00:00:00.000Z,05:45,07:10,Business Flex (C),8627000
2025-07-16T14:08:14.673Z,VN7128,Airbus A320-100/200,SGN,DAD,2025-07-17T00:00:00.000Z,06:05,07:30,Business Flex (C),8627000
2025-07-16T14:08:14.673Z,VN110,Airbus A321,SGN,DAD,2025-07-17T00:00:00.000Z,06:50,08:20,Business Flex (C),8627000
2025-07-16T14:08:14.673Z,VN136,Airbus A321,SGN,DAD,2025-07-17T00:00:00.000Z,16:00,17:25,Business Flex (C),8627000
2025-07-16T14:08:14.673Z,VN146,Airbus A321,SGN,DAD,2025-07-17T00:00:00.000Z,19:25,20:50,Business Flex (C),8627000
2025-07-16T14:08:14.673Z,VN7112,Airbus A321,SGN,DAD,2025-07-17T00:00:00.000Z,20:00,21:25,Business Flex (C),8627000
2025-07-16T14:08:14.673Z,VN148,Airbus A321,SGN,DAD,2025-07-17T00:00:00.000Z,20:45,22:10,Business Flex (C),8627000
2025-07-16T14:08:14.673Z,VN7144,Airbus A321,SGN,DAD,2025-07-17T00:00:00.000Z,21:25,22:40,Business Flex (C),8627000
2025-07-16T14:08:14.673Z,VN6002,Airbus A321,SGN,HAN,2025-07-17T00:00:00.000Z,04:55,07:05,(J),8826000
2025-07-16T14:08:14.673Z,VN206,Airbus A350-900,SGN,HAN,2025-07-17T00:00:00.000Z,06:00,08:05,Business Flex (J),8826000
2025-07-16T14:08:14.673Z,VN240,Boeing 787,SGN,HAN,2025-07-17T00:00:00.000Z,07:00,09:05,Business Flex (J),8826000
2025-07-16T14:08:14.673Z,VN6014,Airbus A321,SGN,HAN,2025-07-17T00:00:00.000Z,07:00,09:10,(J),8826000
2025-07-16T14:08:14.673Z,VN208,Boeing 787,SGN,HAN,2025-07-17T00:00:00.000Z,07:30,09:35,Business Flex (J),8826000
2025-07-16T14:08:14.673Z,VN244,Airbus 350,SGN,HAN,2025-07-17T00:00:00.000Z,09:00,11:05,Business Flex (J),8826000
2025-07-16T14:08:14.673Z,VN210,Airbus 350,SGN,HAN,2025-07-17T00:00:00.000Z,10:00,12:05,Business Flex (J),8826000
2025-07-16T14:08:14.673Z,VN246,Boeing 787,SGN,HAN,2025-07-17T00:00:00.000Z,11:00,13:05,Business Flex (J),8826000
2025-07-16T14:08:14.673Z,VN212,Airbus A350-900,SGN,HAN,2025-07-17T00:00:00.000Z,12:00,14:05,Business Flex (J),8826000
2025-07-16T14:08:14.673Z,VN248,Airbus A321,SGN,HAN,2025-07-17T00:00:00.000Z,13:00,15:05,Business Flex (J),8826000
2025-07-16T14:08:14.673Z,VN214,Boeing 787,SGN,HAN,2025-07-17T00:00:00.000Z,14:00,16:05,Business Flex (J),8826000
2025-07-16T14:08:14.673Z,VN250,Airbus 350,SGN,HAN,2025-07-17T00:00:00.000Z,15:00,17:05,Business Flex (J),8826000
2025-07-16T14:08:14.673Z,VN216,Boeing 787,SGN,HAN,2025-07-17T00:00:00.000Z,16:00,18:05,Business Flex (J),8826000
2025-07-16T14:08:14.673Z,VN252,Airbus 350,SGN,HAN,2025-07-17T00:00:00.000Z,16:40,18:45,Business Flex (J),8826000
2025-07-16T14:08:14.673Z,VN7258,Airbus A321,SGN,HAN,2025-07-17T00:00:00.000Z,16:55,19:05,Business Flex (J),8826000
2025-07-16T14:08:14.673Z,VN254,Airbus 350,SGN,HAN,2025-07-17T00:00:00.000Z,17:00,19:10,Business Flex (J),8826000
2025-07-16T14:08:14.673Z,VN7232,Airbus A350-900,SGN,HAN,2025-07-17T00:00:00.000Z,17:15,19:20,Business Flex (J),8826000
2025-07-16T14:08:14.673Z,VN218,Boeing 787,SGN,HAN,2025-07-17T00:00:00.000Z,18:00,20:05,Business Flex (J),8826000
2025-07-16T14:08:14.673Z,VN258,Boeing 787,SGN,HAN,2025-07-17T00:00:00.000Z,19:00,21:05,Business Flex (J),8826000
2025-07-16T14:08:14.673Z,VN262,Boeing 787,SGN,HAN,2025-07-17T00:00:00.000Z,19:35,21:40,Business Flex (J),8826000
2025-07-16T14:08:14.673Z,VN220,Boeing 787,SGN,HAN,2025-07-17T00:00:00.000Z,20:00,22:05,Business Flex (J),8826000
2025-07-16T14:08:14.673Z,VN260,Boeing 787,SGN,HAN,2025-07-17T00:00:00.000Z,21:00,23:05,Business Flex (J),8826000
2025-07-16T14:08:14.673Z,VN7234,Boeing 787,SGN,HAN,2025-07-17T00:00:00.000Z,21:55,00:00,Business Flex (J),8826000
2025-07-16T14:08:14.673Z,VN270,Airbus A321,SGN,HAN,2025-07-17T00:00:00.000Z,23:00,01:05,Business Flex (J),8826000
2025-07-16T14:08:14.673Z,VN224,Airbus A350-900,SGN,HAN,2025-07-17T00:00:00.000Z,23:15,01:20,Business Flex (J),8826000
2025-07-16T14:08:14.673Z,VN106,Airbus A321,SGN,DAD,2025-07-17T00:00:00.000Z,05:45,07:10,Business Flex (J),9491000
2025-07-16T14:08:14.673Z,VN7128,Airbus A320-100/200,SGN,DAD,2025-07-17T00:00:00.000Z,06:05,07:30,Business Flex (J),9491000
2025-07-16T14:08:14.673Z,VN110,Airbus A321,SGN,DAD,2025-07-17T00:00:00.000Z,06:50,08:20,Business Flex (J),9491000
2025-07-16T14:08:14.673Z,VN136,Airbus A321,SGN,DAD,2025-07-17T00:00:00.000Z,16:00,17:25,Business Flex (J),9491000
2025-07-16T14:08:14.673Z,VN146,Airbus A321,SGN,DAD,2025-07-17T00:00:00.000Z,19:25,20:50,Business Flex (J),9491000
2025-07-16T14:08:14.673Z,VN7112,Airbus A321,SGN,DAD,2025-07-17T00:00:00.000Z,20:00,21:25,Business Flex (J),9491000
2025-07-16T14:08:14.673Z,VN148,Airbus A321,SGN,DAD,2025-07-17T00:00:00.000Z,20:45,22:10,Business Flex (J),9491000
2025-07-16T14:08:14.673Z,VN7144,Airbus A321,SGN,DAD,2025-07-17T00:00:00.000Z,21:25,22:40,Business Flex (J),9491000
2025-07-16T15:10:37.148Z,VJ1170,Airbus A321,SGN,HAN,2025-07-18T00:00:00.000Z,23:35,01:45,Eco (W1_ECO),1724000
2025-07-16T15:10:37.148Z,VJ196,Airbus A321,SGN,HAN,2025-07-18T00:00:00.000Z,06:15,08:25,Eco (U1_ECO),1854000
2025-07-16T15:10:37.148Z,VJ1180,Airbus A330,SGN,HAN,2025-07-18T00:00:00.000Z,06:30,08:40,Eco (U1_ECO),1854000
2025-07-16T15:10:37.148Z,VJ1156,Airbus A321,SGN,HAN,2025-07-18T00:00:00.000Z,18:45,20:55,Eco (U1_ECO),1854000
2025-07-16T15:10:37.148Z,VJ1176,Airbus A321,SGN,HAN,2025-07-18T00:00:00.000Z,20:00,22:10,Eco (U1_ECO),1854000
2025-07-16T15:10:37.148Z,VJ1160,Airbus A321,SGN,HAN,2025-07-18T00:00:00.000Z,20:05,22:10,Eco (U1_ECO),1854000
2025-07-16T15:10:37.148Z,VJ1174,Airbus A321,SGN,HAN,2025-07-18T00:00:00.000Z,20:30,22:40,Eco (U1_ECO),1854000
2025-07-16T15:10:37.148Z,VJ174,Airbus A321,SGN,HAN,2025-07-18T00:00:00.000Z,21:00,23:10,Eco (U1_ECO),1854000
2025-07-16T15:10:37.148Z,VJ172,Airbus A321,SGN,HAN,2025-07-18T00:00:00.000Z,22:10,00:20,Eco (U1_ECO),1854000
2025-07-16T15:10:37.148Z,VJ1198,Airbus A321,SGN,HAN,2025-07-18T00:00:00.000Z,05:00,07:10,Eco (J1_ECO),2026500
2025-07-16T15:10:37.148Z,VJ1128,Airbus A321,SGN,HAN,2025-07-18T00:00:00.000Z,06:00,08:10,Eco (J1_ECO),2026500
2025-07-16T15:10:37.148Z,VJ190,Airbus A321,SGN,HAN,2025-07-18T00:00:00.000Z,07:10,09:20,Eco (J1_ECO),2026500
2025-07-16T15:10:37.148Z,VJ120,Airbus A321,SGN,HAN,2025-07-18T00:00:00.000Z,07:30,09:40,Eco (J1_ECO),2026500
2025-07-16T15:10:37.148Z,VJ1126,Airbus A321,SGN,HAN,2025-07-18T00:00:00.000Z,08:10,10:20,Eco (J1_ECO),2026500
2025-07-16T15:10:37.148Z,VJ124,Airbus A320-100/200,SGN,HAN,2025-07-18T00:00:00.000Z,09:20,11:30,Eco (J1_ECO),2026500
2025-07-16T15:10:37.148Z,VJ1130,Airbus A321,SGN,HAN,2025-07-18T00:00:00.000Z,10:25,12:35,Eco (J1_ECO),2026500
2025-07-16T15:10:37.148Z,VJ178,Airbus A330,SGN,HAN,2025-07-18T00:00:00.000Z,11:50,14:00,Eco (J1_ECO),2026500
2025-07-16T15:10:37.148Z,VJ1138,Airbus A321,SGN,HAN,2025-07-18T00:00:00.000Z,12:25,14:35,Eco (J1_ECO),2026500
2025-07-16T15:10:37.148Z,VJ1172,Airbus A330,SGN,HAN,2025-07-18T00:00:00.000Z,12:50,15:00,Eco (J1_ECO),2026500
2025-07-16T15:10:37.148Z,VJ140,Airbus A321,SGN,HAN,2025-07-18T00:00:00.000Z,13:10,15:20,Eco (J1_ECO),2026500
2025-07-16T15:10:37.148Z,VJ1162,Airbus A321,SGN,HAN,2025-07-18T00:00:00.000Z,16:50,19:00,Eco (J1_ECO),2026500
2025-07-16T15:10:37.148Z,VJ1152,Airbus A321,SGN,HAN,2025-07-18T00:00:00.000Z,17:20,19:30,Eco (J1_ECO),2026500
2025-07-16T15:10:37.148Z,VJ1158,Airbus A321,SGN,HAN,2025-07-18T00:00:00.000Z,19:40,21:50,Eco (J1_ECO),2026500
2025-07-16T15:10:37.148Z,VJ1170,Airbus A321,SGN,HAN,2025-07-18T00:00:00.000Z,23:35,01:45,Deluxe (W1_DLX),2318000
2025-07-16T15:10:37.148Z,VJ1148,Airbus A320-100/200,SGN,HAN,2025-07-18T00:00:00.000Z,14:05,16:10,Eco (B1_ECO),2372000
2025-07-16T15:10:37.148Z,VJ196,Airbus A321,SGN,HAN,2025-07-18T00:00:00.000Z,06:15,08:25,Deluxe (U1_DLX),2448000
2025-07-16T15:10:37.148Z,VJ1180,Airbus A330,SGN,HAN,2025-07-18T00:00:00.000Z,06:30,08:40,Deluxe (U1_DLX),2448000
2025-07-16T15:10:37.148Z,VJ1156,Airbus A321,SGN,HAN,2025-07-18T00:00:00.000Z,18:45,20:55,Deluxe (U1_DLX),2448000
2025-07-16T15:10:37.148Z,VJ1176,Airbus A321,SGN,HAN,2025-07-18T00:00:00.000Z,20:00,22:10,Deluxe (U1_DLX),2448000
2025-07-16T15:10:37.148Z,VJ1160,Airbus A321,SGN,HAN,2025-07-18T00:00:00.000Z,20:05,22:10,Deluxe (U1_DLX),2448000
